event,det,row,col,a00,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29
1,356,2,44,10,10,11,9,9,10,10,12,22,44,53,42,39,41,52,53,73,108,103,101,101,81,61,48,42,35,34,30,28,27
1,356,2,45,10,11,9,10,8,12,9,13,18,37,38,31,26,26,26,29,30,36,34,33,28,23,20,19,17,14,15,16,16,15
1,356,2,46,11,8,12,11,11,10,9,12,11,10,9,10,9,9,11,9,10,12,12,13,11,10,10,10,10,10,11,9,11,11
1,356,3,44,174,443,363,218,142,106,88,77,66,58,53,50,45,44,40,37,34,32,32,30,27,27,23,24,21,19,20,19,18,17
1,356,3,45,567,1023,1023,676,463,345,285,243,203,174,151,141,127,117,107,99,91,84,78,72,67,62,57,54,51,46,45,42,37,35
1,356,3,46,84,194,157,101,74,56,48,42,38,31,29,29,28,24,24,24,22,22,20,18,20,17,16,17,13,16,15,14,12,10
1,357,2,46,8,12,12,11,12,9,9,9,10,7,11,12,13,12,14,16,16,18,21,25,23,18,17,14,13,13,11,12,13,13
1,357,2,47,8,11,11,10,12,9,11,9,10,10,10,13,23,36,39,39,38,39,43,46,39,29,28,21,21,20,17,19,17,16
1,357,2,48,10,12,12,10,12,9,12,10,8,11,10,9,11,13,13,12,13,12,11,12,10,12,11,10,11,11,8,11,10,12
1,357,3,46,11,12,16,15,18,18,20,21,22,24,25,23,21,17,15,17,17,12,15,15,13,11,11,12,14,11,11,11,11,13
1,357,3,47,24,43,49,55,61,73,68,68,70,65,61,53,45,36,32,27,26,23,22,24,22,17,19,17,17,18,16,16,15,17
1,357,3,48,15,21,21,21,18,17,18,18,16,14,14,15,10,12,12,12,12,11,13,14,11,11,11,11,10,11,10,10,12,12
1,358,2,47,10,11,12,10,10,10,11,9,13,10,11,10,9,12,12,11,10,11,11,11,11,11,11,10,8,11,10,13,10,8
1,358,2,48,11,8,9,12,10,10,9,10,10,8,10,12,9,10,21,33,40,35,34,44,47,39,28,23,24,21,17,16,18,18
1,358,2,49,10,8,9,9,12,10,8,12,12,11,8,10,9,16,39,71,80,61,59,69,67,55,42,32,29,22,22,23,19,21
1,358,2,50,11,8,10,10,10,10,9,9,11,11,10,10,8,10,14,13,12,14,12,13,14,11,11,11,9,8,9,12,10,8
1,358,3,48,8,11,10,9,11,9,11,12,10,9,12,12,12,11,13,11,9,10,11,9,8,12,11,8,9,11,10,9,12,11
1,358,3,49,18,24,28,30,40,39,35,27,29,39,50,58,58,46,38,32,28,26,23,22,17,19,18,20,16,16,14,13,14,12
1,358,3,50,30,62,62,57,63,61,47,39,35,39,42,39,39,31,29,23,21,20,19,20,16,17,18,17,15,13,15,17,12,12
1,358,3,51,9,14,10,13,12,13,11,11,12,11,8,11,12,12,10,11,10,8,8,11,11,12,9,9,10,9,10,10,12,10
1,359,3,50,9,11,8,10,11,10,8,11,8,9,12,10,12,10,13,23,31,46,65,80,74,61,46,34,30,24,24,23,19,22
1,359,3,51,11,16,19,21,20,17,19,22,20,21,23,55,98,88,89,175,280,588,985,1023,838,605,431,320,255,214,188,165,152,138
1,359,3,52,32,54,59,56,49,38,37,35,33,29,31,42,60,54,44,52,87,296,481,403,273,185,135,109,90,81,74,66,59,57
1,359,3,53,13,16,16,15,13,13,10,10,10,12,11,10,11,8,9,10,12,15,17,15,14,13,12,12,13,10,10,9,9,10
1,359,3,53,13,16,16,15,13,13,10,10,10,12,11,10,11,8,9,10,12,15,17,15,14,13,12,12,13,10,10,9,9,10
1,382,11,1,38,89,71,49,35,26,25,29,31,32,35,37,39,32,34,40,41,35,27,31,32,32,27,24,23,21,18,17,18,17
1,382,11,2,11,10,12,12,11,12,10,10,11,8,13,8,13,10,9,11,10,9,9,9,11,9,10,11,10,12,8,9,8,7
1,383,12,1,13,9,11,12,10,12,16,12,14,12,13,13,13,18,17,15,17,15,14,16,19,17,15,12,14,13,10,12,11,14
1,383,12,2,29,51,51,46,46,56,59,56,52,49,39,38,49,76,87,74,60,51,45,52,64,54,42,34,30,27,25,22,21,22
1,383,12,3,16,23,23,19,18,21,22,18,16,19,16,14,17,18,17,16,15,14,13,14,13,15,13,13,13,11,13,13,11,11
1,471,15,1,9,10,9,11,8,12,11,11,12,13,10,6,9,8,13,23,62,101,129,150,145,121,90,65,52,43,38,35,32,30
1,471,15,2,9,10,8,10,11,11,9,9,12,10,9,9,9,10,11,35,82,101,95,79,60,46,38,30,27,26,22,22,22,18
1,471,15,3,10,9,11,8,10,9,11,10,10,9,10,10,9,9,11,11,14,15,12,11,10,10,11,13,11,9,12,10,10,10
1,477,0,2,11,12,9,15,17,16,14,14,11,10,9,11,10,9,9,10,11,10,12,10,10,11,12,10,7,8,10,10,10,10
1,477,0,3,20,38,65,96,132,111,73,52,41,34,31,27,25,23,23,24,22,21,20,18,17,18,17,14,14,16,14,11,15,14
1,477,0,4,51,121,129,118,108,82,60,48,38,35,33,28,29,24,24,22,22,20,18,16,19,18,17,14,16,15,13,11,14,13
1,477,0,5,16,28,28,23,20,15,15,11,13,11,15,15,11,14,13,11,10,12,11,10,10,10,9,12,13,10,12,9,11,10
1,477,4,9,18,27,23,16,17,13,10,12,13,11,11,11,11,12,12,11,9,9,10,10,11,11,9,9,8,10,9,9,8,11
1,477,4,10,81,150,110,69,46,36,29,27,25,24,23,19,21,22,19,18,19,16,17,12,15,14,16,12,13,12,12,11,11,12
1,477,4,11,34,55,45,28,21,19,20,16,16,14,14,15,13,13,12,13,11,13,12,11,11,13,10,9,13,14,9,11,10,9
1,477,4,12,10,12,11,11,8,9,11,12,9,8,10,9,9,10,9,9,10,11,11,10,9,10,9,9,11,8,10,11,7,11
1,477,5,9,9,10,11,11,9,11,8,11,8,13,12,9,10,12,10,12,8,10,12,9,9,8,9,11,9,9,10,9,12,10
1,477,5,10,12,9,12,11,8,11,10,19,46,55,40,29,25,18,19,17,16,17,17,14,13,12,13,14,10,13,12,9,13,12
1,477,5,11,9,10,12,10,11,9,10,38,152,209,158,106,76,56,45,40,34,34,28,30,27,26,24,24,23,21,20,20,16,19
1,477,5,12,10,11,12,7,9,8,11,18,58,122,169,174,143,103,77,58,47,42,39,33,32,27,27,27,26,23,22,22,21,17
1,477,5,13,12,10,8,10,11,8,10,8,12,18,60,138,184,169,142,114,117,105,89,78,73,67,55,46,41,38,36,32,30,27
1,477,5,14,11,12,10,12,11,8,10,8,9,11,11,17,24,29,31,43,84,96,106,147,213,186,128,90,69,57,49,44,39,40
1,477,5,15,10,9,12,11,11,12,10,11,9,8,10,9,10,9,8,11,13,15,17,22,38,32,23,22,18,16,16,16,16,12
1,477,6,6,11,12,9,10,10,9,10,10,11,10,11,13,11,10,11,18,18,21,21,24,25,24,20,17,16,15,12,12,13,13
1,477,6,7,9,9,11,11,8,12,11,10,9,11,17,32,68,95,120,167,173,155,155,160,168,143,111,81,67,56,49,46,43,40
1,477,6,8,7,12,8,9,10,9,12,13,10,24,107,234,299,288,229,187,148,116,98,87,80,73,63,57,51,46,41,39,39,35
1,477,6,9,9,10,8,10,10,9,10,14,39,101,148,166,131,90,64,52,44,37,32,33,31,31,24,25,23,20,21,17,18,17
1,477,6,10,11,6,9,10,10,11,9,14,33,52,48,34,26,20,19,18,16,16,13,14,12,15,12,12,14,13,13,13,12,12
1,477,6,11,12,12,10,10,13,10,9,12,10,11,11,14,11,10,8,13,11,10,10,10,10,10,8,12,11,9,10,8,9,10
1,477,7,4,10,8,10,9,8,10,9,11,10,10,9,8,10,8,9,10,12,9,10,12,15,19,18,13,13,10,13,9,11,13
1,477,7,5,9,10,10,8,9,11,10,9,11,14,10,9,9,10,11,10,11,10,16,49,89,112,88,58,43,33,32,27,23,21
1,477,7,6,8,8,10,9,11,10,7,10,11,9,9,9,8,12,10,9,11,10,24,90,141,139,99,70,50,41,33,32,28,28
1,477,7,7,9,10,10,10,10,9,12,8,11,9,10,13,11,10,9,11,11,8,12,28,58,80,69,49,37,27,24,22,21,19
1,477,7,8,9,8,12,9,10,13,10,9,10,11,10,13,9,9,9,9,10,10,12,10,9,13,12,10,10,12,11,9,12,9
1,478,2,11,11,9,11,11,9,10,11,10,9,9,9,11,11,9,10,10,8,9,12,9,11,11,10,10,14,11,10,8,10,11
1,478,2,12,10,10,11,13,9,12,12,13,18,14,14,16,19,22,27,27,30,33,41,55,62,58,43,34,27,22,22,21,19,19
1,478,2,13,36,77,75,66,78,90,97,103,112,117,101,93,109,147,144,133,127,118,117,125,117,99,80,63,53,48,47,41,39,36
1,478,2,14,59,135,124,95,90,89,82,74,69,66,52,46,44,44,41,38,34,29,32,28,26,26,23,20,20,18,18,19,16,18
1,478,2,15,10,16,14,12,12,10,10,9,10,11,9,10,11,11,9,9,10,10,14,9,10,12,7,13,11,9,10,10,12,10
1,478,3,13,8,14,12,12,12,10,10,11,10,10,10,12,12,9,11,8,10,11,10,11,9,11,11,10,10,10,11,10,10,9
1,478,3,14,28,56,50,33,21,21,19,15,17,14,17,16,14,12,13,11,11,13,12,12,12,12,11,11,13,12,12,10,10,10
1,478,3,15,13,23,21,13,15,14,9,12,12,10,10,12,10,12,11,7,11,11,10,9,10,14,10,10,11,8,10,13,9,12
1,479,5,13,15,23,26,24,23,18,21,19,21,18,17,19,16,15,14,13,14,11,14,12,12,12,12,12,12,10,11,9,11,11
1,479,5,14,79,182,229,276,240,191,181,203,209,202,232,225,181,150,148,142,151,146,142,138,129,113,91,77,67,61,55,50,48,44
1,479,5,15,21,39,56,72,71,59,64,82,92,94,124,128,106,95,96,99,114,115,115,119,113,96,78,63,51,44,40,39,37,33
1,479,5,16,11,8,9,10,9,9,10,9,11,10,8,8,11,12,13,13,12,13,10,13,12,12,11,10,9,11,12,11,12,11
1,479,6,13,17,34,38,43,34,26,21,19,15,16,13,14,13,15,13,11,13,12,13,14,14,12,11,12,13,11,12,12,12,10
1,479,6,14,21,47,62,74,60,42,29,26,23,20,19,19,17,16,16,16,15,16,13,15,14,13,14,13,12,11,12,12,10,10
1,479,6,15,11,10,11,12,14,13,11,11,13,10,9,10,11,10,12,11,11,10,12,10,11,12,11,11,11,11,9,11,10,10
1,528,11,138,9,11,10,9,13,8,10,12,11,10,10,12,10,9,11,9,10,10,10,8,13,12,10,9,12,12,10,10,10,10
1,528,11,139,18,65,74,52,35,29,23,20,19,17,16,17,15,15,15,14,15,14,13,10,15,13,15,13,12,10,11,12,10,11
1,528,11,140,18,89,102,69,44,34,26,23,22,23,19,20,17,14,18,17,16,15,12,15,10,17,10,11,11,11,9,10,13,12
1,528,11,141,10,15,17,15,12,11,12,11,13,14,10,11,10,12,11,9,10,10,11,11,11,12,11,10,10,10,10,11,12,9
1,528,12,128,10,9,10,7,13,10,10,11,10,12,11,8,11,10,11,11,6,12,11,11,11,11,7,10,10,8,10,8,9,9
1,528,12,129,8,9,10,12,9,9,8,10,11,8,10,9,10,11,11,10,9,11,20,37,70,83,67,48,33,27,24,22,20,21
1,528,12,130,9,11,8,10,13,9,10,10,9,12,11,7,10,9,8,13,20,48,153,324,417,365,252,171,128,102,83,74,66,61
1,528,12,131,9,10,8,11,11,9,8,12,11,10,11,10,10,12,28,69,184,341,433,442,350,250,178,136,108,93,82,75,71,65
1,528,12,132,10,11,9,10,10,9,10,10,11,11,10,14,39,89,271,512,542,495,382,271,198,154,125,109,97,87,80,75,67,62
1,528,12,133,10,11,9,7,9,7,11,10,11,21,81,229,337,419,446,465,367,265,196,150,125,107,96,85,79,71,68,63,59,57
1,528,12,134,10,10,10,11,10,10,13,28,97,242,387,594,522,371,257,183,144,120,104,93,84,78,71,66,60,59,51,53,44,43
1,528,12,135,8,10,10,13,13,28,89,239,417,592,506,379,269,189,149,121,108,94,86,79,72,67,64,57,53,50,46,44,41,40
1,528,12,136,10,13,26,78,145,286,356,430,373,284,202,151,119,101,86,77,70,66,62,55,51,50,46,42,38,38,36,31,29,29
1,528,12,137,23,105,240,536,550,488,376,293,226,170,136,113,101,93,83,79,70,66,59,56,53,51,45,41,41,38,35,34,30,31
1,528,12,138,148,561,591,479,342,234,169,136,114,100,87,80,70,68,62,60,53,51,47,45,40,39,37,32,31,29,31,26,26,25
1,528,12,139,276,542,409,249,162,120,96,80,75,63,60,57,51,47,43,40,35,37,34,32,31,30,27,25,24,22,22,21,20,18
1,528,12,140,127,253,194,124,87,64,50,44,39,36,33,31,29,27,24,24,23,22,21,20,20,19,19,18,15,15,17,14,14,14
1,528,12,141,16,22,20,18,15,15,11,11,11,11,13,11,10,10,9,11,10,11,11,11,11,11,10,9,11,14,12,9,10,8
1,528,15,91,9,11,9,11,9,9,8,10,9,9,12,10,10,10,10,10,13,9,8,10,11,11,10,12,10,8,12,11,10,8
1,528,15,91,9,11,9,11,9,9,8,10,9,9,12,10,10,10,10,10,13,9,8,10,11,11,10,12,10,8,12,11,10,8
1,528,15,92,70,132,131,123,149,154,128,111,112,126,142,154,159,135,121,129,158,185,201,184,149,116,95,80,68,61,56,50,50,43
1,528,15,93,86,177,180,184,249,259,221,199,212,251,307,361,389,331,307,355,484,809,1023,914,684,506,381,310,261,225,198,177,162,151
1,528,15,94,16,19,23,23,26,27,25,25,27,27,35,37,42,39,38,46,119,459,692,537,352,241,178,144,123,104,93,87,77,75
1,528,15,95,23,39,45,39,38,43,67,119,116,90,69,62,59,58,56,57,66,108,144,136,111,86,69,55,47,45,37,37,35,31
1,528,15,96,34,86,88,80,68,67,110,202,197,147,110,96,91,86,80,77,83,104,127,123,107,88,69,59,50,47,39,38,37,32
1,528,15,97,12,18,19,18,15,17,20,29,27,21,18,17,18,19,17,16,16,16,18,21,17,16,16,14,13,12,12,13,13,11
1,529,14,87,66,156,154,163,138,104,85,88,96,92,83,73,66,65,61,59,57,54,68,93,109,114,103,80,69,66,65,64,62,56
1,529,14,88,115,282,292,335,290,225,185,199,227,231,209,182,165,158,159,155,145,150,252,399,502,518,456,345,280,268,280,277,256,235
1,529,14,89,19,29,31,33,32,24,22,26,28,29,27,27,24,22,23,24,25,24,45,71,87,91,78,61,48,47,49,49,45,44
1,529,14,89,19,29,31,33,32,24,22,26,28,29,27,27,24,22,23,24,25,24,45,71,87,91,78,61,48,47,49,49,45,44
1,530,13,82,11,28,29,27,27,21,21,18,17,19,18,20,20,19,20,17,19,17,19,18,17,17,15,14,13,13,15,11,14,12
1,530,13,83,45,258,329,287,249,230,196,182,164,170,190,188,177,173,174,184,196,207,227,253,237,183,137,108,93,78,73,68,62,57
1,530,13,84,31,145,188,169,149,146,127,121,111,116,132,134,128,131,131,144,160,170,197,231,218,169,120,92,80,70,61,57,54,48
1,530,13,85,12,8,10,9,9,9,9,11,10,12,9,8,10,9,11,12,13,11,12,12,15,14,11,11,10,11,10,12,11,11
1,530,15,92,11,11,9,12,8,9,14,15,18,25,28,31,36,41,44,51,76,109,140,164,184,138,93,68,53,47,43,40,37,36
1,530,15,93,58,124,141,175,218,365,393,311,281,336,399,449,458,447,442,443,542,665,718,732,710,537,380,290,242,211,191,170,157,144
1,530,15,94,166,381,373,350,368,542,542,394,312,301,305,293,261,230,203,179,172,172,164,151,136,117,98,88,80,72,66,62,57,51
1,530,15,95,22,43,39,36,31,37,36,26,19,19,15,16,15,14,16,14,17,13,13,13,13,11,12,11,13,10,11,11,13,11
1,531,12,79,17,41,96,117,93,73,57,53,52,52,55,44,40,38,38,51,80,152,203,169,130,108,94,74,60,50,47,41,40,35
1,531,12,80,77,286,705,887,712,560,450,420,414,430,444,367,298,279,296,389,673,1023,1023,1023,1023,995,854,662,529,426,357,315,281,254
1,531,12,81,20,50,102,125,104,88,74,71,73,75,79,65,55,52,57,76,123,193,246,218,178,183,166,130,105,82,70,60,55,50
1,531,14,93,9,12,9,12,10,12,9,11,9,9,11,12,16,28,53,84,90,72,60,55,50,44,34,30,26,22,23,21,20,19
1,531,14,94,49,88,75,62,57,64,91,108,110,151,321,419,445,647,1023,1023,1023,1023,797,635,536,433,349,294,258,233,213,193,179,164
1,531,14,95,581,1023,876,612,482,449,484,491,426,449,640,714,644,669,762,835,746,564,433,347,291,253,223,197,179,166,150,138,129,121
1,531,14,96,263,494,370,236,163,135,119,109,93,88,91,87,77,66,60,52,49,46,40,37,36,33,31,30,30,27,24,24,23,21
1,532,11,76,21,30,30,23,21,21,19,16,18,18,20,18,18,18,18,21,19,21,15,18,15,18,15,14,14,14,13,12,14,13
1,532,11,77,250,621,562,395,305,289,259,223,228,263,269,248,236,228,213,219,229,227,212,193,179,167,146,120,104,90,81,72,65,61
1,532,11,78,208,533,482,338,257,243,217,189,185,208,208,190,178,167,158,154,159,151,140,127,117,108,94,80,72,63,58,50,45,44
1,532,11,79,12,15,14,13,11,12,10,12,12,10,13,11,12,9,11,11,12,10,8,10,10,11,9,10,9,9,10,9,10,10
1,532,14,95,9,11,11,12,11,10,11,10,9,10,9,10,8,11,9,10,12,10,9,11,12,9,13,11,11,9,11,9,10,8
1,532,14,96,11,8,10,9,11,8,9,11,9,8,8,10,11,11,11,9,14,19,29,65,178,281,258,210,153,108,82,67,55,52
1,532,14,97,11,11,11,9,11,9,8,11,16,27,43,64,109,239,349,416,510,523,571,789,1023,1023,960,711,519,391,315,267,236,213
1,532,14,98,11,14,24,40,63,99,131,204,334,565,741,886,1023,1023,1023,1023,1023,954,787,696,615,521,428,362,316,280,251,231,210,193
1,532,14,99,84,299,529,747,814,847,778,729,689,685,624,535,463,406,352,293,250,215,190,171,154,142,130,119,108,103,91,84,81,74
1,532,14,100,272,936,1023,1023,898,617,432,331,272,227,198,177,162,147,132,122,115,106,98,90,83,78,73,65,63,55,54,49,48,39
1,532,14,101,29,82,113,137,124,82,56,44,37,33,29,30,26,24,23,22,21,19,20,17,20,17,15,14,14,15,16,15,14,13
1,534,0,106,10,12,7,12,8,11,9,10,11,12,12,10,11,11,10,10,10,12,8,10,9,12,9,12,8,10,11,12,10,11
1,534,0,107,10,11,9,8,9,10,11,13,9,10,12,9,11,11,11,13,16,17,19,22,26,23,21,16,14,11,11,14,12,13
1,534,0,107,10,11,9,8,9,10,11,13,9,10,12,9,11,11,11,13,16,17,19,22,26,23,21,16,14,11,11,14,12,13
1,534,0,108,9,11,11,10,12,9,10,9,13,17,20,21,28,32,25,31,47,62,57,51,45,37,31,24,22,20,20,19,17,15
1,534,0,108,9,11,11,10,12,9,10,9,13,17,20,21,28,32,25,31,47,62,57,51,45,37,31,24,22,20,20,19,17,15
1,534,0,109,13,11,10,9,12,18,19,26,48,73,69,59,66,59,42,39,33,34,32,27,24,22,22,18,18,19,17,16,16,16
1,534,0,109,13,11,10,9,12,18,19,26,48,73,69,59,66,59,42,39,33,34,32,27,24,22,22,18,18,19,17,16,16,16
1,534,0,110,11,9,10,9,20,34,35,33,35,37,31,26,24,19,17,18,16,16,13,15,14,14,14,11,12,13,13,15,12,12
1,534,0,111,11,8,12,11,9,13,11,13,10,12,9,12,9,12,11,11,10,13,10,8,9,11,10,10,10,11,11,9,8,10
1,534,1,109,11,9,9,9,12,11,10,9,12,12,10,10,9,10,12,10,10,10,10,11,12,13,13,11,9,11,10,11,12,10
1,534,1,109,11,9,9,9,12,11,10,9,12,12,10,10,9,10,12,10,10,10,10,11,12,13,13,11,9,11,10,11,12,10
1,534,1,110,15,28,39,40,35,27,24,20,17,17,15,15,13,13,17,12,14,16,14,10,13,11,12,12,11,14,7,11,9,9
1,534,1,111,42,77,81,65,49,36,30,25,25,22,20,18,18,17,16,16,17,14,15,15,14,14,12,13,12,12,12,11,12,14
1,534,1,112,18,26,27,20,19,16,12,11,11,13,12,11,12,10,11,11,12,11,9,11,11,8,10,9,10,10,13,13,10,10
1,535,2,114,9,9,9,11,9,12,9,12,13,11,9,11,12,9,11,11,9,11,9,11,12,11,12,11,7,10,9,9,9,12
1,535,2,115,8,10,11,9,9,11,10,10,11,11,11,13,10,12,10,9,9,10,12,16,18,16,18,22,22,17,17,10,13,11
1,535,2,116,10,10,10,10,11,10,9,11,10,11,14,15,18,45,101,109,89,66,63,84,89,74,67,61,55,45,39,35,30,28
1,535,2,117,10,11,11,17,16,12,22,25,22,27,58,87,105,211,404,404,309,221,162,130,109,92,82,72,66,58,55,52,49,47
1,535,2,118,34,53,79,114,90,79,84,93,78,66,78,89,92,92,101,86,70,56,46,40,37,34,31,31,26,27,24,21,24,24
1,535,2,119,116,218,186,149,105,77,64,53,48,41,37,33,33,30,27,26,28,26,22,22,22,17,19,18,17,17,17,16,14,14
1,535,2,120,28,55,44,30,21,21,14,17,15,12,14,14,16,14,12,12,12,11,11,13,11,11,11,11,12,9,11,13,11,11
1,536,2,122,13,8,9,10,9,8,10,12,9,9,9,8,9,9,10,8,12,9,10,9,8,10,10,11,10,9,9,10,10,10
1,536,2,123,8,11,10,11,10,8,11,9,12,10,10,10,9,11,12,9,11,11,14,16,19,20,17,14,14,13,11,13,10,10
1,536,2,124,11,10,10,11,12,10,11,8,8,8,10,13,17,19,26,28,29,29,25,26,29,30,24,18,17,16,14,15,12,16
1,536,2,125,9,10,10,10,9,8,11,12,17,19,20,24,31,30,31,31,25,24,19,18,18,17,16,16,11,16,15,13,14,11
1,536,2,125,9,10,10,10,9,8,11,12,17,19,20,24,31,30,31,31,25,24,19,18,18,17,16,16,11,16,15,13,14,11
1,536,2,126,10,9,9,8,8,10,11,8,14,12,15,12,13,11,12,13,8,13,11,12,9,10,11,10,9,9,13,11,12,10
1,536,2,126,10,9,9,8,8,10,11,8,14,12,15,12,13,11,12,13,8,13,11,12,9,10,11,10,9,9,13,11,12,10
1,536,2,127,11,8,9,11,10,9,9,11,12,8,11,12,9,11,9,11,10,11,10,10,13,8,9,9,10,12,11,7,11,10
1,536,2,127,11,8,9,11,10,9,9,11,12,8,11,12,9,11,9,11,10,11,10,10,13,8,9,9,10,12,11,7,11,10
1,536,3,125,8,9,7,10,13,11,13,13,14,14,12,11,11,11,12,11,11,9,10,11,12,9,10,10,12,12,10,10,9,11
1,536,3,125,8,9,7,10,13,11,13,13,14,14,12,11,11,11,12,11,11,9,10,11,12,9,10,10,12,12,10,10,9,11
1,536,3,126,13,15,20,32,44,47,43,43,38,29,20,23,20,19,16,17,17,15,17,12,13,16,13,14,13,14,12,12,11,14
1,536,3,126,13,15,20,32,44,47,43,43,38,29,20,23,20,19,16,17,17,15,17,12,13,16,13,14,13,14,12,12,11,14
1,536,3,127,20,45,53,57,62,48,33,28,25,21,21,19,20,16,19,18,17,15,15,13,12,14,12,13,13,13,11,11,10,13
1,536,3,127,20,45,53,57,62,48,33,28,25,21,21,19,20,16,19,18,17,15,15,13,12,14,12,13,13,13,11,11,10,13
1,536,3,128,11,20,28,30,25,23,19,15,14,15,13,13,14,11,14,13,10,12,12,12,11,12,11,11,11,12,10,11,10,11
1,537,3,130,9,10,11,10,9,12,12,10,11,10,8,11,8,12,9,8,12,10,10,12,12,13,12,11,10,10,11,11,8,11
1,537,3,131,11,10,10,9,11,9,11,11,8,10,8,12,10,13,11,17,22,25,44,70,76,64,46,35,28,23,22,21,19,17
1,537,3,132,8,11,10,8,10,9,10,11,13,18,17,28,41,42,45,61,67,58,65,72,64,46,37,32,27,26,23,23,20,21
1,537,3,133,12,10,15,12,17,19,20,25,42,51,54,56,51,44,36,32,27,23,24,23,20,19,18,16,17,15,15,16,16,14
1,537,3,134,33,66,64,50,44,40,33,32,28,28,28,21,22,17,17,18,18,16,15,18,16,15,14,14,13,13,9,13,12,13
1,537,3,135,36,64,54,40,29,21,19,17,17,17,17,17,14,16,13,14,13,13,12,13,12,11,11,13,9,10,13,11,10,10
1,537,3,136,13,11,10,11,10,12,12,10,8,8,12,11,10,10,12,10,8,12,12,10,8,12,9,10,12,11,10,11,10,11
1,539,6,138,10,11,11,10,10,12,10,9,9,10,11,10,10,9,10,11,8,11,11,10,11,7,12,7,12,8,9,11,9,10
1,539,6,139,10,10,9,12,9,10,12,11,11,8,11,8,10,11,13,10,10,11,12,18,25,25,22,15,16,13,14,13,13,11
1,539,6,140,10,9,11,8,12,10,11,11,10,11,10,10,9,11,11,16,30,47,96,135,129,96,69,51,40,37,31,30,26,25
1,539,6,141,10,9,12,10,9,10,12,12,9,8,11,11,13,27,38,73,123,122,112,98,72,57,46,37,33,31,29,24,25,24
1,539,6,142,10,12,12,9,10,10,8,10,10,8,9,16,35,48,50,46,40,31,28,23,20,18,15,15,17,16,15,17,14,12
1,539,13,22,12,18,15,13,15,11,11,9,10,9,11,9,10,11,10,11,11,10,9,11,11,10,10,11,9,10,10,9,9,9
1,539,13,23,33,118,118,76,48,36,30,29,26,24,23,21,19,20,16,17,18,18,14,14,14,14,15,15,12,15,14,10,12,12
1,539,13,24,39,212,279,203,145,105,80,62,54,45,44,39,40,36,32,29,28,28,24,22,25,22,19,20,18,18,16,17,16,16
1,539,13,25,12,30,39,43,60,52,51,57,49,43,41,35,32,28,29,22,21,19,17,17,19,17,13,14,15,13,15,15,15,13
1,539,13,26,10,10,9,12,10,12,13,16,19,33,49,57,74,84,77,57,42,34,30,25,22,22,21,21,19,20,15,17,17,16
1,539,13,27,9,7,10,11,11,10,8,10,9,12,11,16,32,66,104,90,83,114,107,84,62,50,40,35,32,30,27,26,25,22
1,539,13,28,10,11,9,10,10,8,9,9,10,12,10,9,10,13,15,17,34,105,144,146,153,136,105,80,62,49,43,36,33,34
1,539,13,29,10,10,12,9,10,11,9,9,12,10,11,10,8,8,9,9,9,11,17,22,32,33,26,21,19,17,13,13,13,15
1,539,13,30,11,10,9,12,10,9,9,10,11,8,10,7,10,8,9,9,10,10,9,10,8,9,9,9,10,10,10,10,12,10
2,22,5,1,20,72,78,49,35,24,20,20,19,15,15,15,16,17,14,14,13,16,13,13,13,11,14,11,11,12,13,10,10,13
2,22,5,2,12,33,34,25,16,13,15,14,12,11,9,16,11,11,12,11,12,11,11,12,11,13,12,10,10,11,10,10,11,10
2,22,5,3,11,8,9,9,11,10,9,9,10,10,10,8,8,9,12,9,10,9,8,10,9,12,10,10,8,11,12,10,11,9
2,22,6,1,10,9,11,10,11,10,8,9,11,28,70,95,74,53,41,34,28,26,22,20,19,20,17,15,17,15,15,16,15,13
2,22,6,2,11,9,9,12,10,10,9,10,10,16,67,153,134,87,64,47,36,31,28,30,25,25,26,21,22,21,18,19,19,17
2,22,6,3,10,9,7,10,12,8,11,11,12,29,115,220,183,113,76,53,48,42,39,37,32,28,30,24,24,25,20,22,20,20
2,22,6,4,11,9,11,10,10,11,15,15,38,94,133,142,118,81,56,44,42,32,29,28,27,26,25,24,20,18,20,17,20,17
2,22,6,5,11,10,11,12,22,38,52,57,57,61,59,56,45,35,29,26,21,24,21,18,17,18,17,15,15,15,16,13,16,14
2,22,6,6,11,22,37,53,85,87,75,58,46,34,27,26,26,22,19,18,19,18,18,16,16,18,14,15,15,16,15,13,13,10
2,22,6,7,18,70,106,97,73,51,39,33,25,27,22,21,22,19,17,21,17,20,15,15,16,15,16,13,14,13,13,12,11,13
2,22,6,8,11,28,36,36,30,25,17,16,15,13,14,14,13,13,12,13,13,11,12,11,12,11,10,9,10,12,13,12,11,13
2,22,6,9,8,12,12,11,11,11,9,10,8,11,10,11,11,8,9,14,11,12,10,10,8,12,10,11,11,9,11,11,10,10
2,23,4,18,10,8,9,9,10,10,10,8,11,9,10,10,10,9,10,9,11,12,13,18,20,19,18,19,14,14,14,11,12,10
2,23,4,18,10,8,9,9,10,10,10,8,11,9,10,10,10,9,10,9,11,12,13,18,20,19,18,19,14,14,14,11,12,10
2,23,4,19,8,9,12,11,11,11,9,11,14,11,8,10,16,27,66,102,88,74,72,87,84,69,57,43,39,33,30,26,26,24
2,23,4,19,8,9,12,11,11,11,9,11,14,11,8,10,16,27,66,102,88,74,72,87,84,69,57,43,39,33,30,26,26,24
