event,det,row,col,a00,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29
2,269,13,65,10,9,10,10,10,12,8,16,47,94,144,143,105,79,58,47,38,33,31,32,24,27,23,22,19,21,20,18,17,18
2,269,13,66,11,8,10,8,13,13,30,94,226,267,206,143,98,76,60,52,51,45,40,39,35,32,31,29,28,25,26,26,22,20
2,269,13,67,10,10,9,8,15,50,136,180,161,117,83,62,49,43,37,35,32,29,27,26,23,24,21,20,20,20,18,16,17,18
2,269,13,68,11,9,11,17,62,112,113,87,60,44,35,31,26,25,24,23,19,20,21,17,19,18,14,15,17,15,14,14,13,11
2,269,13,69,11,11,18,64,99,101,77,55,41,32,29,28,22,22,21,20,19,18,20,17,17,16,13,13,13,16,13,12,15,11
2,269,13,70,10,12,26,52,50,47,35,27,21,21,19,17,18,16,16,16,14,13,16,12,12,10,13,13,14,11,11,10,10,10
2,269,13,71,10,8,10,10,11,11,10,10,9,10,10,10,11,11,8,10,12,11,9,11,10,11,9,8,8,7,10,9,11,9
2,269,13,71,10,8,10,10,11,11,10,10,9,10,10,10,11,11,8,10,12,11,9,11,10,11,9,8,8,7,10,9,11,9
2,269,14,69,13,20,28,25,23,22,19,16,15,13,12,12,12,14,11,12,13,12,11,11,11,9,12,9,11,11,11,8,11,11
2,269,14,70,50,165,200,143,99,75,56,47,37,36,35,31,31,27,25,25,24,22,20,20,17,20,20,18,16,15,16,17,14,17
2,269,14,71,77,188,172,118,82,59,47,40,36,32,31,27,26,25,23,23,21,19,19,19,17,19,16,17,15,14,14,15,13,13
2,269,14,71,77,188,172,118,82,59,47,40,36,32,31,27,26,25,23,23,21,19,19,19,17,19,16,17,15,14,14,15,13,13
2,269,14,72,208,310,227,153,106,79,62,56,50,43,40,38,35,32,30,29,27,26,22,23,21,23,20,19,17,17,16,16,17,15
2,269,14,72,208,310,227,153,106,79,62,56,50,43,40,38,35,32,30,29,27,26,22,23,21,23,20,19,17,17,16,16,17,15
2,269,14,73,245,365,247,155,106,81,66,56,52,46,40,42,38,35,34,30,29,29,24,24,25,20,21,20,21,19,16,16,16,16
2,269,14,73,245,365,247,155,106,81,66,56,52,46,40,42,38,35,34,30,29,29,24,24,25,20,21,20,21,19,16,16,16,16
2,269,14,74,61,122,95,65,44,34,29,24,22,22,20,20,19,18,18,16,16,15,16,14,16,15,14,13,13,12,14,13,14,10
2,269,14,75,17,32,30,24,18,14,14,14,14,11,14,10,10,10,12,10,12,10,13,11,11,9,11,12,10,8,7,9,10,10
2,269,14,76,9,10,11,9,10,8,9,9,10,11,10,10,7,9,10,10,10,13,9,9,11,11,10,10,12,11,12,10,12,10
2,294,9,122,10,10,9,9,10,11,8,10,11,9,9,10,9,10,11,12,9,8,12,13,15,13,11,10,9,11,10,10,9,8
2,294,9,123,9,9,9,11,10,11,10,7,12,10,14,15,15,17,23,23,25,39,47,50,60,53,42,31,26,23,19,21,19,17
2,294,9,124,12,16,19,23,27,24,22,22,23,30,46,56,48,49,56,49,46,58,58,49,48,39,34,26,23,24,23,20,19,19
2,294,9,125,42,71,64,74,80,63,46,39,35,35,37,33,31,27,26,25,24,21,18,18,16,17,18,16,16,14,16,16,15,12
2,294,9,125,42,71,64,74,80,63,46,39,35,35,37,33,31,27,26,25,24,21,18,18,16,17,18,16,16,14,16,16,15,12
2,294,9,126,24,36,32,27,24,23,19,14,15,14,14,13,13,13,12,11,10,12,11,13,12,12,12,15,10,11,12,10,10,9
2,294,9,126,24,36,32,27,24,23,19,14,15,14,14,13,13,13,12,11,10,12,11,13,12,12,12,15,10,11,12,10,10,9
2,294,9,127,9,11,11,12,11,9,10,11,11,11,9,10,11,9,8,8,12,11,9,8,11,10,9,10,9,8,11,12,9,10
2,294,9,127,9,11,11,12,11,9,10,11,11,11,9,10,11,9,8,8,12,11,9,8,11,10,9,10,9,8,11,12,9,10
2,295,10,126,11,10,9,9,9,11,8,9,11,10,10,6,11,12,16,18,16,16,20,21,19,18,13,13,12,13,11,12,13,11
2,295,10,126,11,10,9,9,9,11,8,9,11,10,10,6,11,12,16,18,16,16,20,21,19,18,13,13,12,13,11,12,13,11
2,295,10,127,10,11,11,10,11,13,18,20,21,27,45,55,54,53,74,102,89,72,70,68,55,46,39,32,31,27,25,23,23,20
2,295,10,127,10,11,11,10,11,13,18,20,21,27,45,55,54,53,74,102,89,72,70,68,55,46,39,32,31,27,25,23,23,20
2,295,10,128,17,26,29,43,60,51,71,96,97,96,123,128,109,84,75,74,65,53,44,42,38,35,30,29,29,26,25,24,21,20
2,295,10,129,48,88,74,70,67,57,49,47,40,36,35,34,28,25,24,24,19,19,19,17,18,14,15,14,15,14,13,13,14,13
2,295,10,130,18,22,18,15,15,13,13,9,12,10,14,10,10,11,11,9,13,10,11,10,10,9,11,11,10,10,11,12,11,11
2,295,11,128,10,13,15,13,14,11,11,12,10,11,13,10,10,12,10,12,11,10,10,11,10,10,11,12,11,11,11,9,10,11
2,295,11,129,15,24,21,17,18,15,12,12,13,12,9,10,13,11,10,11,11,10,10,10,11,9,12,12,13,11,12,9,10,8
2,295,11,130,10,10,8,11,11,9,11,10,9,10,10,11,12,9,10,8,11,9,10,10,10,10,9,9,8,12,13,9,11,12
2,296,10,129,8,9,10,11,11,9,11,11,10,10,9,10,9,10,7,10,10,13,21,25,20,21,17,14,11,12,10,11,13,12
2,296,10,130,10,10,13,11,10,9,11,10,11,12,17,24,21,22,27,37,37,71,191,245,179,119,84,63,55,48,40,40,35,32
2,296,10,131,31,54,44,36,39,35,41,56,62,58,76,107,94,76,73,75,67,77,121,137,101,72,56,45,40,38,35,32,29,27
2,296,10,132,191,372,274,181,140,106,96,87,81,73,66,61,56,50,44,43,36,35,32,30,29,27,24,25,22,21,20,20,20,18
2,296,10,133,45,81,63,43,31,28,21,22,19,17,16,17,15,15,14,15,13,12,12,13,13,12,14,13,13,11,13,12,11,12
2,297,10,133,10,11,10,9,10,8,8,11,12,11,11,10,10,12,11,15,22,18,18,38,41,30,24,17,17,17,15,17,13,13
2,297,10,134,17,38,42,39,32,29,27,23,22,20,23,33,45,43,48,92,134,111,92,120,120,91,65,50,42,40,35,30,32,30
2,297,10,135,97,237,257,188,157,187,185,138,112,102,97,103,103,89,78,79,81,72,57,52,50,45,39,37,31,32,29,28,26,22
2,297,10,136,84,279,304,200,136,120,107,85,67,60,52,49,47,43,38,36,33,29,31,27,26,24,25,23,21,22,19,18,15,16
2,297,10,137,16,31,30,21,19,16,14,12,11,12,12,10,11,11,11,11,10,12,11,8,11,12,12,10,11,10,11,10,9,9
2,298,10,136,9,10,10,9,11,10,11,12,9,8,10,9,11,9,10,9,11,13,9,13,17,16,15,16,11,10,14,10,9,11
2,298,10,137,11,9,11,9,10,10,9,10,12,10,14,14,21,25,26,23,22,28,42,74,143,155,128,94,69,51,39,38,34,31
2,298,10,138,12,12,13,15,15,37,71,75,69,75,104,108,153,181,150,112,87,80,84,92,113,110,92,73,58,52,46,40,38,34
2,298,10,139,30,74,79,71,59,108,183,178,143,116,101,86,81,75,60,52,45,43,37,35,33,33,29,26,22,25,21,23,22,20
2,298,10,140,24,64,61,43,30,30,30,25,20,22,18,17,17,18,15,15,14,13,15,13,11,10,13,13,15,13,10,12,12,9
2,298,10,141,11,11,9,9,11,9,9,11,8,11,9,10,7,10,9,10,12,10,10,12,10,11,11,7,9,10,10,8,8,10
2,299,11,140,7,13,10,11,11,12,9,8,10,8,10,9,10,10,9,10,10,13,14,20,24,21,17,14,16,14,14,11,12,12
2,299,11,141,12,9,11,7,8,11,10,11,16,15,15,24,29,34,30,33,36,42,64,95,102,88,61,46,35,31,28,28,27,19
2,299,11,142,24,31,25,20,17,15,20,42,63,60,58,68,77,66,56,45,41,33,35,35,30,29,25,23,22,22,20,16,16,18
2,329,2,26,12,9,11,12,9,10,9,6,10,8,11,11,9,12,12,10,12,8,11,9,9,10,10,10,12,13,12,11,9,10
2,329,2,27,12,9,10,10,9,11,9,10,9,10,11,9,10,10,8,9,10,9,11,11,11,9,10,9,9,11,10,10,11,10
2,329,2,28,13,10,10,10,8,11,9,9,8,8,12,9,10,10,9,10,10,11,11,8,11,11,11,9,10,11,10,10,13,10
2,329,2,29,9,10,10,12,10,10,10,12,11,10,10,11,8,11,10,12,10,10,9,10,11,12,9,10,10,12,11,10,10,10
2,329,2,30,10,8,10,9,13,11,10,10,9,8,10,9,10,9,11,8,11,10,12,10,9,11,10,8,10,12,9,6,8,11
2,329,4,23,9,10,10,11,10,10,9,8,10,10,10,10,8,10,11,10,9,8,8,9,8,8,11,10,9,10,12,10,8,10
2,329,4,24,13,11,12,10,11,11,10,7,11,11,12,9,9,10,9,9,13,12,9,7,8,12,11,10,9,11,9,8,13,11
2,329,4,25,9,10,12,11,9,8,11,6,11,10,11,9,9,11,11,9,9,10,11,10,8,11,10,10,10,10,10,11,11,9
2,329,4,26,10,12,10,11,9,10,11,10,9,10,11,9,10,8,9,10,9,11,10,12,12,11,10,10,11,7,9,8,11,8
2,329,4,27,11,10,11,11,9,9,8,9,9,9,11,12,9,10,9,10,11,10,11,10,12,11,9,10,13,11,10,9,10,9
2,329,4,28,10,11,10,10,10,10,10,11,8,11,11,12,9,11,7,6,9,10,9,11,9,11,7,10,10,10,11,8,10,9
2,329,4,29,11,10,11,9,10,10,11,11,11,12,9,11,11,10,11,9,10,9,9,11,12,10,11,13,12,10,10,11,10,9
2,329,10,38,10,11,9,11,9,10,12,9,10,8,9,9,10,11,10,10,9,10,10,9,10,10,11,10,12,9,12,12,10,10
2,329,10,39,10,10,9,10,10,7,11,10,11,9,10,10,8,12,8,8,9,11,11,9,8,11,9,10,10,10,10,10,12,11
2,329,10,40,10,10,8,10,9,10,13,10,9,9,10,8,9,11,9,11,9,11,10,11,11,10,12,10,9,10,10,10,10,9
2,329,10,41,10,11,9,9,10,8,11,10,9,9,10,12,10,10,9,11,10,12,10,10,11,11,9,11,10,9,10,9,10,10
2,329,11,36,11,10,8,10,10,11,9,7,11,10,12,11,10,9,10,10,7,11,11,10,9,12,9,11,9,9,9,8,10,14
2,329,11,36,11,10,8,10,10,11,9,7,11,10,12,11,10,9,10,10,7,11,11,10,9,12,9,11,9,9,9,8,10,14
2,329,11,37,10,9,9,10,7,12,10,10,8,11,9,10,10,11,10,10,8,12,10,10,11,11,11,9,8,10,8,9,10,10
2,329,11,37,10,9,9,10,7,12,10,10,8,11,9,10,10,11,10,10,8,12,10,10,11,11,11,9,8,10,8,9,10,10
2,329,11,38,12,7,9,9,10,11,12,11,9,11,11,12,9,11,9,10,10,10,10,11,9,9,9,9,10,8,11,9,10,12
2,329,11,39,9,8,8,8,10,11,8,11,12,10,9,10,10,8,10,11,8,11,10,9,8,12,10,11,9,12,11,9,9,11
2,329,11,40,9,11,12,11,12,11,10,10,9,13,10,10,9,7,11,11,8,8,9,9,9,12,11,10,10,8,13,11,9,8
2,457,9,19,12,14,13,15,15,16,15,11,15,15,15,17,18,20,23,23,22,28,32,32,27,28,21,20,14,16,15,16,16,13
2,457,9,19,12,14,13,15,15,16,15,11,15,15,15,17,18,20,23,23,22,28,32,32,27,28,21,20,14,16,15,16,16,13
2,457,9,20,18,45,50,52,65,66,51,42,36,35,40,53,65,70,74,68,66,76,86,83,71,61,56,46,36,32,30,27,25,24
2,457,9,21,17,27,26,25,25,28,22,16,18,15,18,20,20,18,19,19,16,18,18,17,17,16,14,15,14,11,11,16,12,13
2,459,9,22,10,10,14,7,10,11,10,9,10,11,11,10,11,14,11,11,10,11,10,12,13,12,10,9,11,10,9,11,12,10
2,459,9,23,16,29,30,38,42,39,39,37,38,36,40,39,35,35,32,29,31,38,42,48,49,44,32,27,24,23,17,20,17,17
2,459,9,24,42,84,87,101,104,92,86,79,77,69,64,61,53,48,43,39,40,42,42,46,39,34,32,27,25,23,22,20,18,19
2,459,9,25,12,15,14,16,14,15,15,12,12,13,13,12,13,9,9,10,12,14,11,13,11,10,11,9,11,11,12,9,10,11
2,460,9,24,10,9,10,12,10,11,9,9,10,11,12,9,11,9,13,13,14,11,11,13,14,11,8,11,12,11,12,13,9,12
2,460,9,25,14,56,92,88,64,44,45,73,87,70,65,70,70,63,67,75,62,57,53,59,52,48,47,39,35,31,27,27,25,22
2,460,9,26,32,177,301,283,194,131,106,145,160,126,106,102,96,89,78,79,69,61,55,52,48,44,41,38,35,31,28,26,24,23
2,460,9,27,12,20,28,26,21,16,14,15,16,15,14,13,14,13,13,14,10,12,12,11,11,10,11,12,10,9,12,9,11,12
2,461,8,26,11,10,10,9,13,12,12,17,35,41,30,25,20,20,18,14,16,17,16,15,15,12,14,12,13,11,10,9,11,12
2,461,8,27,19,35,35,26,31,46,54,141,515,642,463,313,255,223,175,149,137,125,115,106,97,88,75,69,63,57,54,46,45,43
2,461,8,28,28,55,50,35,37,49,61,80,181,217,168,119,100,92,73,60,57,54,45,41,38,37,32,33,28,24,26,23,24,23
2,461,8,29,11,13,12,12,9,12,10,10,9,10,10,10,11,10,11,9,9,11,9,11,9,12,11,11,8,11,10,12,9,10
2,492,8,131,10,11,8,11,10,8,10,12,10,11,11,11,12,10,11,10,10,12,13,13,13,12,13,10,11,10,11,10,11,11
2,492,8,132,10,9,11,10,10,14,16,17,19,21,18,17,17,16,20,22,31,35,44,50,52,43,32,25,21,22,21,16,19,17
2,492,8,133,31,41,37,34,32,44,91,90,77,84,74,65,59,48,46,51,50,51,48,49,45,36,33,29,24,23,21,21,19,19
2,492,8,134,62,87,65,49,40,41,52,51,41,37,32,29,26,26,22,23,18,19,18,19,18,16,14,13,15,17,14,12,13,17
2,492,8,135,14,18,16,10,12,11,10,8,7,11,10,10,14,11,8,12,12,9,11,10,11,11,9,10,10,11,9,9,11,9
2,492,9,90,9,8,9,12,10,11,10,9,10,10,10,10,10,9,10,12,9,10,9,11,41,117,114,78,50,35,31,28,25,23
2,492,9,90,9,8,9,12,10,11,10,9,10,10,10,10,10,9,10,12,9,10,9,11,41,117,114,78,50,35,31,28,25,23
2,492,9,91,8,10,8,10,12,10,11,7,9,8,9,9,10,9,9,10,11,9,14,55,279,719,686,450,291,202,156,130,113,100
2,492,9,91,8,10,8,10,12,10,11,7,9,8,9,9,10,9,9,10,11,9,14,55,279,719,686,450,291,202,156,130,113,100
2,492,9,92,11,9,9,10,11,9,9,10,9,11,10,9,12,7,9,9,13,17,89,450,770,766,587,422,297,217,172,148,127,117
2,492,9,93,10,11,11,8,11,9,9,8,12,11,11,12,10,9,10,11,30,144,306,485,497,340,219,159,123,101,90,78,73,67
2,492,9,94,10,10,8,11,9,10,11,12,12,8,11,9,9,10,10,24,160,417,415,273,174,119,96,79,71,64,56,53,48,42
2,492,9,95,10,11,7,11,9,13,10,10,12,9,10,9,9,11,21,105,372,525,404,256,168,123,101,86,79,70,63,59,55,49
2,492,9,96,11,11,10,11,9,11,10,9,9,9,10,11,19,59,147,336,412,341,250,178,128,101,84,76,68,61,53,51,48,45
2,492,9,97,11,10,12,10,10,9,9,10,10,9,14,41,238,447,449,346,241,164,125,106,85,78,68,66,60,56,50,47,46,41
2,492,9,98,11,9,9,10,11,11,10,12,9,10,30,196,572,613,410,255,171,133,110,98,85,78,73,66,58,58,54,48,45,43
2,492,9,99,11,11,10,9,10,10,11,15,46,127,288,488,565,456,323,220,161,127,112,96,87,81,73,69,61,58,57,51,45,46
2,492,9,100,11,11,9,8,10,10,16,114,459,898,948,762,546,377,277,218,183,160,139,130,118,109,100,92,84,79,72,67,63,58
2,492,9,101,11,10,9,10,9,16,93,411,632,629,485,345,251,187,147,125,108,98,91,83,77,70,66,58,57,53,50,46,40,39
2,492,9,102,9,12,12,18,46,111,311,529,484,337,219,152,121,100,89,79,71,67,61,56,53,49,47,42,41,38,33,33,31,28
2,492,9,103,11,19,92,275,484,618,503,364,264,201,158,127,109,98,89,79,76,69,65,59,56,50,49,45,42,40,38,33,34,30
2,492,9,104,16,94,573,909,732,518,344,242,186,158,134,120,108,101,94,83,78,71,69,62,58,55,51,48,45,40,37,36,34,33
2,492,9,105,105,377,737,698,456,283,199,156,132,116,102,92,83,81,72,67,62,61,56,52,44,45,40,40,35,35,31,29,25,25
2,492,9,106,986,1023,1023,749,509,363,286,237,205,181,163,152,138,126,118,109,99,92,85,79,76,66,62,60,53,49,46,44,41,38
2,492,9,107,850,1023,816,517,353,258,208,178,153,138,125,114,107,95,90,83,75,72,66,64,56,52,47,47,42,39,39,34,35,30
2,492,9,107,850,1023,816,517,353,258,208,178,153,138,125,114,107,95,90,83,75,72,66,64,56,52,47,47,42,39,39,34,35,30
2,492,9,108,189,375,276,163,104,77,66,56,49,46,43,41,39,33,32,30,29,27,26,24,24,25,21,22,19,20,16,17,19,17
2,492,9,108,189,375,276,163,104,77,66,56,49,46,43,41,39,33,32,30,29,27,26,24,24,25,21,22,19,20,16,17,19,17
2,492,9,109,18,35,31,21,18,15,15,15,15,12,14,10,13,12,11,11,11,10,13,13,11,11,11,10,12,10,12,9,11,10
2,492,9,109,18,35,31,21,18,15,15,15,15,12,14,10,13,12,11,11,11,10,13,13,11,11,11,10,12,10,12,9,11,10
2,494,8,129,12,19,17,14,11,12,13,13,12,13,12,11,12,11,10,11,10,11,13,10,11,10,13,13,10,11,11,9,13,13
2,494,8,130,58,145,116,85,75,65,57,49,42,41,39,37,34,32,30,30,35,36,36,33,28,28,28,28,28,28,26,29,34,34
2,494,8,131,42,99,82,58,53,47,41,35,29,32,29,27,26,26,23,23,25,28,24,24,21,21,20,22,21,19,18,20,21,21
2,494,8,137,10,10,13,9,9,12,10,11,12,5,9,9,10,11,12,10,12,10,9,9,10,11,11,10,7,8,11,10,9,11
2,494,8,138,10,10,9,10,10,8,9,11,11,10,12,12,12,12,8,11,10,11,20,28,25,21,15,18,15,17,19,18,15,16
2,494,8,139,21,27,27,20,15,15,14,11,16,27,30,28,22,21,22,19,15,25,85,129,102,73,48,39,39,39,38,36,30,28
2,494,8,140,61,105,86,56,39,29,26,26,24,30,31,28,23,21,24,19,16,21,28,33,27,24,19,20,19,19,16,14,13,14
2,494,8,141,19,23,20,15,16,15,11,9,11,11,12,13,12,10,10,9,10,11,8,11,11,10,12,11,11,8,10,11,10,12
2,494,9,101,126,210,146,88,58,45,39,36,33,32,31,25,26,23,22,21,18,17,18,18,17,16,16,16,18,16,15,14,13,14
2,494,9,102,626,950,635,381,259,205,172,148,129,114,107,95,86,80,71,66,63,59,54,49,49,44,42,38,37,34,29,30,27,25
2,494,9,103,193,305,218,162,143,151,164,154,133,127,150,154,150,142,146,138,144,160,168,197,202,175,139,111,92,80,68,59,56,52
2,494,9,104,11,12,11,15,15,16,20,25,26,31,52,67,86,114,168,195,301,457,639,992,1023,1023,860,694,561,477,408,355,317,294
2,494,9,105,8,10,12,10,12,8,11,9,8,12,10,12,11,14,20,21,38,57,98,178,265,288,255,231,223,233,258,299,432,580
2,494,9,106,11,12,10,11,9,12,7,9,8,9,9,8,9,8,9,11,11,8,9,10,9,9,10,9,12,13,20,33,75,125
2,494,9,107,11,8,9,8,11,8,11,12,10,9,11,8,9,10,11,9,10,10,11,9,10,10,10,9,10,10,8,13,12,10
2,494,9,107,11,8,9,8,11,8,11,12,10,9,11,8,9,10,11,9,10,10,11,9,10,10,10,9,10,10,8,13,12,10
2,494,9,108,9,9,13,11,12,9,9,11,10,10,12,12,14,6,10,11,10,10,11,11,8,8,9,11,10,11,10,8,9,11
2,494,9,108,9,9,13,11,12,9,9,11,10,10,12,12,14,6,10,11,10,10,11,11,8,8,9,11,10,11,10,8,9,11
2,494,9,128,57,75,56,40,36,46,62,62,53,41,35,30,29,35,38,39,36,36,33,33,33,51,57,58,51,43,39,48,45,37
2,494,9,129,859,1023,826,571,481,606,791,805,679,513,407,363,360,418,500,510,468,437,426,387,412,668,802,811,704,542,521,646,587,470
2,494,9,130,531,756,531,370,308,324,368,383,339,266,222,207,206,238,289,294,270,249,244,222,225,326,392,426,385,299,280,344,312,254
2,495,5,103,13,15,16,11,11,11,12,10,10,9,10,11,12,12,11,12,11,10,7,14,9,11,11,9,11,9,11,9,9,12
2,495,5,104,28,53,45,30,25,17,15,17,18,14,14,13,14,14,12,13,12,12,13,13,10,12,11,10,10,9,9,11,11,9
2,495,5,105,13,23,22,15,12,12,12,14,12,10,10,12,11,8,12,11,10,10,11,11,11,12,12,11,10,8,12,11,12,8
2,495,6,98,11,10,10,9,11,6,8,10,11,9,10,11,10,12,11,8,9,9,9,10,11,11,10,10,12,13,11,12,10,10
2,495,6,99,18,24,20,17,13,13,11,11,10,9,11,10,11,12,13,11,10,12,11,8,9,11,7,10,12,9,8,11,9,9
2,495,6,100,56,78,65,47,33,26,25,24,18,16,17,19,16,16,16,14,15,14,16,14,12,12,12,10,12,11,13,12,14,13
2,495,6,101,64,80,64,51,39,28,23,21,19,17,20,17,17,14,18,14,14,16,13,16,14,12,14,11,12,12,11,10,13,11
2,495,6,102,55,70,50,36,31,26,21,19,19,16,16,15,14,16,14,15,12,12,13,13,11,14,14,13,10,13,12,11,12,9
2,495,6,103,61,86,59,38,28,22,21,20,19,20,17,16,16,15,15,16,14,11,15,14,11,12,15,11,13,12,11,10,13,13
2,495,6,104,18,23,20,15,11,11,12,11,10,10,12,11,11,9,11,10,10,10,10,12,10,10,10,11,12,12,7,10,10,12
2,495,8,120,8,10,9,12,12,11,8,11,9,12,11,11,10,11,8,11,8,10,9,10,10,9,9,14,11,12,10,10,11,8
2,495,8,121,18,34,30,21,19,17,15,13,13,12,14,13,12,10,13,10,14,11,11,12,11,11,11,13,12,11,10,9,10,10
2,495,8,122,39,81,72,54,43,35,35,42,55,63,54,43,33,31,26,24,22,24,21,20,19,18,16,16,16,14,15,13,15,15
2,495,8,123,12,16,17,14,14,14,18,26,60,94,99,73,53,42,38,38,47,61,62,51,41,32,30,27,26,23,21,20,20,17
2,495,8,124,10,10,9,11,9,10,9,10,11,15,16,13,13,13,15,15,21,28,35,32,28,24,18,17,14,14,15,16,14,14
2,495,8,125,9,10,11,7,6,7,11,9,11,12,11,8,9,11,11,11,11,8,10,8,11,12,10,9,11,13,10,11,8,11
2,495,8,125,9,10,11,7,6,7,11,9,11,12,11,8,9,11,11,11,11,8,10,8,11,12,10,9,11,13,10,11,8,11
2,495,9,82,16,39,38,24,20,20,14,13,14,13,11,12,13,14,14,10,11,12,10,12,11,10,9,11,9,11,10,12,10,10
2,495,9,83,249,955,934,662,500,375,278,217,175,153,132,122,112,103,93,85,81,76,70,65,60,55,52,48,45,41,42,36,35,32
2,495,9,84,267,1019,1023,1023,1023,1023,1023,1023,1022,851,692,569,471,396,346,308,277,252,234,213,193,181,165,150,139,129,117,110,102,94
2,495,9,85,19,47,75,140,288,467,652,1023,1023,1023,1023,1023,1023,1023,892,754,655,554,482,411,354,313,286,259,237,217,197,185,166,154
2,495,9,86,10,11,12,8,10,11,22,67,121,165,247,381,531,614,725,1023,1023,1023,1023,1023,1017,750,555,443,376,333,298,269,246,225
2,495,9,87,11,9,11,11,8,13,11,10,11,11,11,10,15,24,46,117,201,339,533,641,702,541,346,239,185,156,137,120,111,103
2,495,9,88,12,10,10,12,9,10,9,9,10,10,10,10,11,9,9,10,9,10,11,19,33,30,23,21,16,13,12,12,15,11
2,495,11,85,11,9,11,9,12,10,8,10,9,12,10,12,12,8,13,10,9,11,11,9,8,10,8,13,10,10,9,10,12,9
2,495,11,86,11,12,11,11,9,10,10,11,14,31,48,44,38,41,33,30,28,23,23,18,18,17,17,15,15,14,13,15,15,15
2,495,11,87,8,12,9,11,12,12,9,9,12,20,34,35,45,75,95,89,89,114,117,94,73,59,51,41,37,31,30,28,28,25
2,495,11,88,10,10,11,12,9,11,10,13,10,9,10,10,11,15,19,20,31,65,85,80,81,80,62,46,38,31,28,26,23,25
2,495,11,89,10,9,8,9,10,9,10,9,9,11,8,10,14,9,10,12,10,11,13,14,13,15,13,12,12,12,12,11,11,9
2,495,11,89,10,9,8,9,10,9,10,9,9,11,8,10,14,9,10,12,10,11,13,14,13,15,13,12,12,12,12,11,11,9
2,496,7,96,8,6,9,9,7,11,10,11,9,11,10,11,9,10,11,11,10,9,9,11,12,16,17,13,13,10,9,10,12,11
2,496,7,97,9,8,12,8,10,10,10,9,8,10,10,10,10,8,12,10,10,10,17,68,128,120,85,58,41,34,30,25,24,22
2,496,7,98,10,9,10,12,11,9,9,10,9,10,9,9,11,13,7,10,14,24,65,136,164,118,81,53,44,36,34,31,31,26
2,496,7,99,9,9,10,9,12,12,9,10,9,12,11,11,13,10,10,14,30,86,147,136,92,61,46,38,31,28,29,26,23,22
2,496,7,100,9,13,10,10,9,10,13,10,9,11,10,10,11,10,13,23,76,132,116,82,58,43,36,29,27,27,23,20,22,19
2,496,7,101,10,11,9,12,10,10,9,10,11,10,12,11,10,11,11,23,114,185,154,112,81,57,44,39,36,34,30,28,28,23
2,496,7,102,9,8,11,10,10,9,10,11,12,6,9,9,12,9,10,11,31,62,78,66,50,34,28,23,21,20,19,20,19,18
2,496,7,103,9,11,10,10,13,10,10,9,9,11,8,11,13,9,9,10,13,24,104,156,120,80,57,42,36,31,31,25,25,24
2,496,7,104,12,9,10,10,11,12,11,9,11,8,7,10,8,11,12,10,10,13,27,37,38,34,29,23,20,17,16,15,16,13
2,496,7,105,11,11,11,9,12,11,9,11,11,10,11,9,8,9,12,11,12,8,8,9,9,11,11,10,10,11,9,11,11,8
2,498,3,34,17,29,27,19,14,16,12,12,8,15,9,11,11,11,10,10,11,10,9,11,10,12,11,10,11,11,11,8,10,9
2,498,3,35,63,110,89,56,37,31,25,24,24,19,18,18,19,17,16,16,16,16,14,12,13,14,12,13,11,12,11,12,13,12
2,498,3,35,63,110,89,56,37,31,25,24,24,19,18,18,19,17,16,16,16,16,14,12,13,14,12,13,11,12,11,12,13,12
2,498,3,36,34,61,70,54,40,31,30,26,22,19,20,19,16,18,17,15,13,17,10,12,14,14,11,16,13,12,14,12,13,10
2,498,3,36,34,61,70,54,40,31,30,26,22,19,20,19,16,18,17,15,13,17,10,12,14,14,11,16,13,12,14,12,13,10
2,498,3,37,12,19,36,39,35,35,72,84,91,119,136,116,79,56,45,42,35,35,30,30,27,23,27,22,21,24,19,21,17,18
2,498,3,37,12,19,36,39,35,35,72,84,91,119,136,116,79,56,45,42,35,35,30,30,27,23,27,22,21,24,19,21,17,18
2,498,3,38,11,10,12,12,11,15,34,54,161,357,462,388,247,161,123,101,88,77,67,61,57,52,49,47,44,41,41,34,33,29
2,498,3,39,8,12,10,9,11,9,10,11,27,58,78,68,48,44,39,38,39,32,30,25,20,19,19,20,19,16,18,16,16,15
2,498,3,40,11,10,11,11,11,10,10,10,10,8,9,13,9,13,13,27,45,42,31,28,26,21,21,15,14,16,14,13,16,12
2,498,3,41,9,12,9,11,11,10,11,11,11,10,11,11,11,10,10,13,15,14,20,32,38,42,31,30,21,19,18,15,18,15
2,498,3,42,9,8,11,10,10,9,12,11,10,8,9,10,11,10,9,8,8,11,10,14,23,46,57,49,45,41,31,25,24,18
2,498,3,43,6,9,11,12,9,9,12,10,11,11,9,7,11,10,9,11,10,10,8,12,11,15,20,26,50,81,90,66,47,35
2,498,3,44,9,9,10,10,9,9,8,10,8,9,11,11,9,11,12,11,12,10,8,8,11,8,10,15,21,53,89,95,79,58
2,498,3,45,12,12,10,9,11,9,10,12,10,9,8,12,9,8,9,10,9,11,10,11,7,9,11,10,11,12,20,39,68,69
2,498,3,46,9,12,9,8,8,9,9,9,11,11,9,11,8,11,12,12,10,9,10,12,11,11,8,10,8,11,10,18,61,84
2,498,3,47,10,10,10,10,9,9,10,11,10,11,12,12,10,9,8,10,9,6,11,11,10,7,8,10,10,12,10,10,16,22
